Référence fournisseur;Titre;Nom société;N° bordereau;Nom demandeur;Date bordereau;Refus?;Commentaire demande;N° marché;Site;Sous-système;Référence fiche;;;
AA00AA X0000 0040 SF-000416                       ;LIAISON B/D - VOIE DE SERVICE - TRACTION CIT 1 NOMENCLATURE 750 VCC VOIE DE SERVICE LIGNE D - LIGNE B;ENGIE;C.DOC/JG/17/244;LAUGRAND;20/11/2017;;AVENIR METRO CFO;M17 0080;LIAISON B/D;TRACTION;34014;34014;;
AA00AA X0000 0040 SF-000417                       ;LIAISON B/D - VOIE DE SERVICE - TRACTION TABLEAU CIT 1 VOIE DE SERVICE LIGNE D - B NOMENCLATURE CABLES;ENGIE;C.DOC/JG/17/244;LAUGRAND;20/11/2017;;AVENIR METRO CFO;M17 0080;LIAISON B/D;TRACTION;33936;33936;;
AA00AA X0000 0040 SF-000419                       ;LIAISON B/D - VOIE DE SERVICE - TRACTION TABLEAU SECTIONNEURS MANUELS S.M.1 CONTROLE-COMMANDE VOIE DE SERVICE LIGNE D - B;ENGIE;C.DOC/JG/17/244;LAUGRAND;20/11/2017;;AVENIR METRO CFO;M17 0080;LIAISON B/D;TRACTION;33794;33794;;
AA00AA X0000 0040 SF-000420                       ;LIAISON B/D - VOIE DE SERVICE - TABLEAU SECTIONNEURS MANUELS SM1 VOIE DE SERVICE LIGNE D - LIGNE B;ENGIE;C.DOC/JG/17/244;LAUGRAND;20/11/2017;;AVENIR METRO CFO;M17 0080;LIAISON B/D;TRACTION;33767;33767;;
AA00AA X0000 0040 SF-000421                       ;LIAISON B/D - VOIE DE SERVICE - TRACTION SECTIONNEUR MANUEL SM1 NOMENCLATURE 750 VCC VOIE DE SERVICE LIGNE D - LIGNE B;ENGIE;C.DOC/JG/17/244;LAUGRAND;20/11/2017;;AVENIR METRO CFO;M17 0080;LIAISON B/D;TRACTION;33945;33945;;
AA00AA X0000 0040 SF-000422                       ;LIAISON B/D - VOIE DE SERVICE - TRACTION TABLEAU SECTIONNEURS MANUELS S.M.2 CONTROLE-COMMANDE VOIE DE SERVICE LIGNE D - LIGNE B;ENGIE;C.DOC/JG/17/244;LAUGRAND;20/11/2017;;AVENIR METRO CFO;M17 0080;LIAISON B/D;TRACTION;33944;33944;;
AA00AA X0000 0040 SF-000423                       ;LIAISON B/D - VOIE DE SERVICE - TABLEAU SECTIONNEURS MANUELS SM2 VOIE DE SERVICE LIGNE D - LIGNE B;ENGIE;C.DOC/JG/17/244;LAUGRAND;20/11/2017;;AVENIR METRO CFO;M17 0080;LIAISON B/D;TRACTION;33834;33834;;
AA00AA X0000 0040 SF-000424                       ;LIAISON B/D - VOIE DE SERVICE - TRACTION SECTIONNEUR MANUEL SM2 NOMENCLATURE 750 VCC VOIE DE SERVICE LIGNE D - LIGNE B;ENGIE;C.DOC/JG/17/244;LAUGRAND;20/11/2017;;AVENIR METRO CFO;M17 0080;LIAISON B/D;TRACTION;33943;33943;;
AA00AA X0000 0040 SF-000425                       ;LIAISON B/D - VOIE DE SERVICE - TRACTION COFFRET REGROUPEMENT S.M.3 CONTROLE-COMMANDE VOIE DE SERVICE LIGNE D - B;ENGIE;C.DOC/JG/17/244;LAUGRAND;20/11/2017;;AVENIR METRO CFO;M17 0080;LIAISON B/D;TRACTION;33942;#N/A;;
AA00AA X0000 0040 SF-000428                       ;LIAISON B/D - VOIE DE SERVICE - TRACTION SECTIONNEURS MANUELS SM1 - SM2 - SM3 VOIE DE SERVICE LIGNE D - B NOMENCLATURE CABLES;ENGIE;C.DOC/JG/17/244;LAUGRAND;20/11/2017;;AVENIR METRO CFO;M17 0080;LIAISON B/D;TRACTION;33941;33941;;
AA00AA X0000 0040 SF-000429                       ;LIAISON B/D - VOIE DE SERVICE - SECTIONNEURS MANUELS SM1-SM2-SM3 IMPLANTATIONS ET CHEMINEMENTS VOIE DE SERVICE LIGNE D - LIGNE B;ENGIE;C.DOC/JG/17/244;LAUGRAND;20/11/2017;;AVENIR METRO CFO;M17 0080;LIAISON B/D;TRACTION;33744;33744;;
AA00AA X0000 0040 SF-000484                       ;LIAISON B/D - VOIE DE SERVICE - SYNOPTIQUE ARMOIRE COMMANDE ET CONTROLE TABLEAU CIT 1 VOIE DE SERVICE LIGNE D-B;ENGIE;C.DOC/JG/17/244;LAUGRAND;20/11/2017;;AVENIR METRO CFO;M17 0080;LIAISON B/D;TRACTION;33995;33995;;
AA00AA X0000 0040 SF-030222                       ;LIAISON B/D - VOIE DE SERVICE - POSTE PRINCIPAL D'EPUISEMENT COFFRET COMMANDE CONTROLE VOIE DE SERVICE LIGNE B/D;MAIA SONNIER;C.DOC/JG/21/185;BROIZAT;03/09/2021;;Maj suite travaux TCE - AVM;M17-076;LIAISON B/D;ELECTROMECANIQUE;34234;#N/A;;
AA00AA X0000 0066 SF-020184                       ;SAINT JEAN - FUNICULAIRE - ARMOIRE EXPLOITATION BT FUNICULAIRES/DALLE D'ECHANGES;SPIE;C.DOC/JG/20/12;MARTINEZ;14/01/2020;;INSTALLATION DE BALISES SONORES DANS SIX STATIONS DE METRO;FM 871;VIEUX LYON;BASSE TENSION;33565;33565;;
AA00AA X0000 0066 SF-020211                       ;SAINT JEAN - ARMOIRE CONTROLE TRANCHES ET S/TRANCHES ET REGROUPEMENT INFOS;BOUYGUES E. & S.;C.DOC/JG/19/187;DARNER;08/10/2019;;REMPLACEMENT DES ONDULEURS ET CHARGEURS FIN DE VIE METRO B,D SURFACE;FM826;VIEUX LYON;BASSE TENSION;33863;33863;;
AA00AA X0000 0066 SF-020226                       ;SAINT JEAN - ARMOIRE BT LEE;ALSTOM;C.DOC/JG/20/10;RIFFARD;06/01/2020;O;AVE?IR METRO AUTOMATISMES;M16 0116;VIEUX LYON;BASSE TENSION;33844;33844;;
AA00AA X0000 0066 SF-020226                       ;SAINT JEAN - ARMOIRE BT LEE;BOUYGUES E. & S.;C.DOC/JG/19/187;DARNER;08/10/2019;O;REMPLACEMENT DES ONDULEURS ET CHARGEURS FIN DE VIE METRO B,D SURFACE;FM826;VIEUX LYON;BASSE TENSION;33844;33844;;
AA00AA X0000 0066 SF-020226                       ;SAINT JEAN - ARMOIRE BT LEE;ROIRET;C.DOC/JG/19/161;COGNARD;02/09/2019;;TRAVAUX POUR LE RENOUVELLEMENT DU CONTROLE D'ACCES DES LOCAUX TECHNIQUES DES STATIONS DE METRO DE LA LIGNE D;15-0101;VIEUX LYON;BASSE TENSION;33844;33844;;
AA00AA X0000 0066 SF-020226                       ;SAINT JEAN - ARMOIRE BT LEE;ROIRET;C.DOC/JG/20/229;MANNUEL;09/11/2020;O;TRAVAUX PREPARATOIRE UL LIGNE D;200 039;VIEUX LYON;BASSE TENSION;33844;33844;;
AA00AA X0000 0066 SF-020241                       ;SAINT JEAN - TABLEAU ECLAIRAGE DE SECURITE;ENGIE;C.DOC/JG/20/106;PALLIET;10/04/2020;;SERVICE RENFORCE LIGNE D - SOE AMENAGEMENT QUAIS ET DEGAGEMENTS;M20-0044;VIEUX LYON;BASSE TENSION;33616;33616;;
AA00AA X0000 0066 SF-020256                       ;SAINT JEAN - ARMOIRE EXPLOITATION BT;ENGIE;C.DOC/JG/20/106;PALLIET;10/04/2020;;SERVICE RENFORCE LIGNE D - SOE AMENAGEMENT QUAIS ET DEGAGEMENTS;M20-0044;VIEUX LYON;BASSE TENSION;33893;33893;;
AA00AA X0000 0066 SF-020271                       ;SAINT JEAN - ARMOIRE DE DISTRIBUTION 48V= ET FORMATION S/TRANCHES HT;BOUYGUES E. & S.;C.DOC/JG/19/232;NAIDJA;03/12/2019;;ONDULEURS CHARGEURS;FM 826;VIEUX LYON;BASSE TENSION;33877;#N/A;;
AA00AA X0000 0066 SF-050218                       ;SAINT JEAN - IMPLANTATION COURANTS FORTS COURANTS FAIBLES NIVEAU QUAI;BOUYGUES E. & S.;C.DOC/JG/21/190;DARNER;08/09/2021;;REMPLACEMENT DES ONDULEURS ET CHARGEURS FIN DE VIE METRO B, D, SURFACE;FM826;VIEUX LYON;BASSE TENSION;33450;#N/A;;
AA00AA X0000 0066 SF-050248                       ;SAINT JEAN - CHEMINEMENTS SOUS PLAFOND PUITS TRAMASSAC NIVEAUX INTERMEDIAIRES;ENGIE;C.DOC/JG/20/106;PALLIET;10/04/2020;;SERVICE RENFORCE LIGNE D - SOE AMENAGEMENT QUAIS ET DEGAGEMENTS;M20-0044;VIEUX LYON;BASSE TENSION;33856;33856;;
AA00AA X0000 0066 SF-050284                       ;SAINT JEAN - SCHEMA DES LIAISONS;BOUYGUES E. & S.;C.DOC/JG/19/187;DARNER;08/10/2019;;REMPLACEMENT DES ONDULEURS ET CHARGEURS FIN DE VIE METRO B,D SURFACE;FM826;VIEUX LYON;BASSE TENSION;33874;33874;;
AA00AA X0000 0066 SF-050284                       ;SAINT JEAN - SCHEMA DES LIAISONS;ENGIE;C.DOC/JG/20/106;PALLIET;10/04/2020;O;SERVICE RENFORCE LIGNE D - SOE AMENAGEMENT QUAIS ET DEGAGEMENTS;M20-0044;VIEUX LYON;BASSE TENSION;33874;33874;;
AA00AA X0000 0066 SF-050284                       ;SAINT JEAN - SCHEMA DES LIAISONS;ENGIE;C.DOC/JG/20/158;MICHARD;26/06/2020;O;SERVICE RENFORCES LIGNE D SOE A%ENAGEMENT QUAIS ET DEGAGEMENTS;M20 0044;VIEUX LYON;BASSE TENSION;33874;33874;;
AA00AA X0000 0066 SF-050284                       ;SAINT JEAN - SCHEMA DES LIAISONS;SPIE;C.DOC/JG/20/12;MARTINEZ;14/01/2020;O;INSTALLATION DE BALISES SONORES DANS SIX STATIONS DE METRO;FM 871;VIEUX LYON;BASSE TENSION;33874;33874;;
AA00AA X0000 0066 ST-020019                       ;SAINT JEAN - VIEUX LYON - RESEAU DE TELEPHONIE;ROIRET;C.DOC/LB/22/58;MANNUEL;01/03/2022;;TRAVAUX PREPARATOIRES LIGNE D;M20-039;VIEUX LYON;TELEPHONE;37966;37966;;
AA00AA X0000 0066 ST-040021                       ;SAINT JEAN - VIEUX LYON - RESEAU TELESURVEILLANCE VIDEO;ROIRET;C.DOC/JG/21/129;NEMESI;01/06/2021;;RENFORCEMENT VIDEO LIGNE D;190 047;VIEUX LYON;EMV;37066;37066;;
AA00AA X0000 0066 ST-040035                       ;SAINT JEAN - VIEUX LYON - SYSTEME DE RELECTURE DES IMAGES VIDEO;ROIRET;C.DOC/JG/21/132;MANNUEL;02/06/2021;;REALISATION DU D.O.E VIDEO LIGNE D;M19 0047;VIEUX LYON;EMV;38519;38519;;
AA00AA X0000 0066 ST-050023                       ;SAINT JEAN - VIEUX LYON - RESEAU SONORISATION;ROIRET;C.DOC/JG/21/192;MANNUEL;09/09/2021;;TRAVAUX PREPARATOIRES UL LIGNES D;M20-0039;VIEUX LYON;EMV;37097;37097;;
AA00AA X0000 0066 ST-100092;SAINT JEAN - FUNICULAIRE - ARMOIRE INTERFACE ET ECC;ROIRET;C.DOC/JG/20/202;MANNUEL;30/09/2020;;TRAVAUX PREPARATOIRE ULLIGNE D;200 039;VIEUX LYON;EMV;37975;37975;;
AA00AA X0000 0066 ST-100262                       ;SAINT JEAN - VIEUX LYON - EQUIPEMENT ARMOIRES EMV;SPIE;C.DOC/JG/20/167;MARTINEZ;17/07/2020;;PORTE D'ACCES TUNNEL DE LA LIGNE D EVOLUTION DU  SYSTEME D'ACCES;FM 798;VIEUX LYON;EMV;37060;37060;;
AA00AA X0000 0066 ST-131023                       ;SAINT JEAN - ARMOIRE LOGIQUE TRACTION;ALSTOM;C.DOC/JG/20/145;RIFFARD;11/06/2020;;AVM AUTOMATISMES;M16 0116;VIEUX LYON;TRACTION;33990;33990;;
AA00AA X0000 0066 ST-143117                       ;SAINT JEAN - FUNICULAIRE - DOSSIER MATERIEL UL ULF F066 STATION ST JEAN FUNICULAIRE;ROIRET;C.DOC/JG/20/227;MANNUEL;06/11/2020;;TRAVAUX PREPARATOIRE UL LIGNE D;200 039;VIEUX LYON;PCC;34166;34166;;
AA00AA X0000 0066 ST-143118                       ;SAINT JEAN - DOSSIER MATERIEL UL ULS D066;ROIRET;C.DOC/JG/20/104;MANNUEL;09/04/2020;;Travaux préparatoires UL Lignes D;20-0039;VIEUX LYON;PCC;34178;34178;;
AA00AA X0000 0066 ST-192152                       ;SAINT JEAN - ARMOIRE DE BRASSAGE BR2 - CABLAGES ET RACCORDEMENTS;ALSTOM;C.DOC/JG/20/145;RIFFARD;11/06/2020;O;AVM AUTOMATISMES;M16 0116;VIEUX LYON;PCC;34163;34163;;
AA00AA X0000 0066 ST-192152                       ;SAINT JEAN - ARMOIRE DE BRASSAGE BR2 - CABLAGES ET RACCORDEMENTS;ROIRET;C.DOC/JG/20/108;MANNUEL;17/04/2020;;Travaux préparatoires UL Lignes D;20-0039;VIEUX LYON;PCC;34163;34163;;
AA00AA X0000 0066 ST-192196                       ;SAINT JEAN - ARMOIRES DE BRASSAGES BR1 ET BR3 CABLAGES ET RACCORDEMENTS;ALSTOM;C.DOC/JG/20/145;RIFFARD;11/06/2020;O;AVM AUTOMATISMES;M16 0116;VIEUX LYON;PCC;34284;34284;;
AA00AA X0000 0066 ST-192196                       ;SAINT JEAN - ARMOIRES DE BRASSAGES BR1 ET BR3 CABLAGES ET RACCORDEMENTS;ROIRET;C.DOC/JG/20/108;MANNUEL;17/04/2020;;Travaux préparatoires UL Lignes D;20-0039;VIEUX LYON;PCC;34284;34284;;
AA00AA X0000 0066 ST-192196                       ;SAINT JEAN - ARMOIRES DE BRASSAGES BR1 ET BR3 CABLAGES ET RACCORDEMENTS;SPIE;C.DOC/JG/20/167;MARTINEZ;17/07/2020;O;PORTE D'ACCES TUNNEL DE LA LIGNE D EVOLUTION DU  SYSTEME D'ACCES;FM 798;VIEUX LYON;PCC;34284;34284;;
AA00AA X0000 0066 ST-192197                       ;SAINT JEAN - FUNICULAIRE - ARMOIRE DE BRASSAGE BR1 - CABLAGES ET RACCORDEMENTS;ROIRET;C.DOC/JG/20/202;MANNUEL;30/09/2020;;TRAVAUX PREPARATOIRE ULLIGNE D;200 039;VIEUX LYON;PCC;34278;34278;;
AA00AA X0000 0066 ST-192229;SAINT JEAN - VIEUX LYON - ARMOIRE ECC2;ROIRET;C.DOC/JG/20/124;MANNUEL;15/05/2020;;TRAVAUX PREPARATOIRE UL LIGNE D;20  0039;VIEUX LYON;PCC;34936;34936;;
AA00AA X0000 0066 ST-901526;SAINT JEAN - VIEUX LYON - FIBRE OPTIQUE RESEAU OPERATEURS MUTUALISE - TETE DE CABLE OPTIQUE LAQ VOIE 1;INEO;C.DOC/JG/19/63;GIOE;29/03/2019;;ALIGNEMENTS 4G ORANGE;1700026;VIEUX LYON;TELEPHONE;35017;35017;;
AA00AA X0000 0070 SF-000352;"ATELIERS THIOLEY - TABLEAU DISJONCTEURS DISTRIBUTION ""CABINE TRACTION"" CONTROLE-COMMANDE";ENGIE;C.DOC/JG/19/35;AUVERGNON;15/02/2019;;AVENIR METRO CFO;M17 0080 CFO;THIOLEY;TRACTION;33792;33792;;
AA00AA X0000 0070 SF-000358                       ;ATELIERS THIOLEY - TABLEAU CONTACTEURS GARAGES CONTROLE-COMMANDE;ENGIE;C.DOC/JG/18/94;LAUGRAND;21/03/2018;;AVENIR METRO CFO;M17 0080 CFO;THIOLEY;TRACTION;33752;33752;;
AA00AA X0000 0070 SF-000360                       ;ATELIERS THIOLEY - TABLEAU CONTACTEURS GARAGES NOMENCLATURE 750 VCC;ENGIE;C.DOC/JG/18/94;LAUGRAND;21/03/2018;;AVENIR METRO CFO;M17 0080 CFO;THIOLEY;TRACTION;33971;33971;;
AA00AA X0000 0070 SF-000368                       ;ATELIERS THIOLEY - TABLEAU CONTACTEURS GARAGES DECRASSAGE ET BT PETITES REVISIONS, NOMENCLATURE CABLES;ENGIE;C.DOC/JG/18/94;LAUGRAND;21/03/2018;;AVENIR METRO CFO;M17 0080 CFO;THIOLEY;TRACTION;34017;34017;;
AA00AA X0000 0070 SF-000375                       ;ATELIERS THIOLEY - TABLEAU CONTACTEURS GARAGES BOITIER PRESENCE TENSION 750V;ENGIE;C.DOC/JG/18/228;AUVERGNON;02/08/2018;;AVENIR METRO CFO;M17 0080;THIOLEY;TRACTION;33784;33784;;
AA00AA X0000 0070 SF-000485                       ;ATELIERS THIOLEY - TABLEAU DE DISTRIBUTION ET DE SECTIONNEMENT NOMENCLATURE CABLES;BOUYGUES E. & S.;C.DOC/JG/19/232;NAIDJA;03/12/2019;;ONDULEURS CHARGEURS;FM 826;THIOLEY;TRACTION;34026;34026;;
AA00AA X0000 0070 SF-020182                       ;ATELIERS THIOLEY - ARMOIRE DE DISTRIBUTION BT DU LOCAL PR ATELIERS;BOUYGUES E. & S.;C.DOC/JG/19/187;DARNER;08/10/2019;;REMPLACEMENT DES ONDULEURS ET CHARGEURS FIN DE VIE METRO B,D SURFACE;FM826;THIOLEY;BASSE TENSION;33535;33535;;
AA00AA X0000 0070 SF-020206                       ;ATELIERS THIOLEY - TABLEAU DE REPARTITION BT;BOUYGUES E. & S.;C.DOC/LB/22/68;DARNER;10/03/2022;;ONDULEURS CHARGEURS (2019);FM 826;THIOLEY;BASSE TENSION;33540;33540;;
AA00AA X0000 0070 SF-020223                       ;ATELIERS THIOLEY - ARMOIRE CONTROLE TRANCHES ET S/TRANCHES ET REGROUPEMENT INFOS;BOUYGUES E. & S.;C.DOC/JG/19/209;DARNER;05/11/2019;;REMPLACEMENT DES ONDULEURS ET CHARGEURS FIN DE VIE METRO B.D SURFACE;FM 826;THIOLEY;BASSE TENSION;33884;33884;;
AA00AA X0000 0070 SF-020223                       ;ATELIERS THIOLEY - ARMOIRE CONTROLE TRANCHES ET S/TRANCHES ET REGROUPEMENT INFOS;ENGIE;C.DOC/JG/20/240;LAUGRAND;04/12/2020;O;AVM CFO;M17 0080;THIOLEY;BASSE TENSION;33884;33884;;
AA00AA X0000 0070 SF-020238                       ;ATELIERS THIOLEY - ARMOIRE BT LEE;BG;C.DOC/JG/21/124;CORDIER;26/05/2021;O;Deploiement GTB THIOLEY;FC893;THIOLEY;BASSE TENSION;33530;33530;;
AA00AA X0000 0070 SF-020238                       ;ATELIERS THIOLEY - ARMOIRE BT LEE;SPIE;C.DOC/JG/20/150;PLANCHE;18/06/2020;;EQUIPEMENTS STATION DE L'OERATION AVM;M17 0079;THIOLEY;BASSE TENSION;33530;33530;;
AA00AA X0000 0070 SF-020283                       ;ATELIERS THIOLEY - ARMOIRE DE DISTRIBUTION 48V= ET FORMATION S/TRANCHES HT ATELIERS;BOUYGUES E. & S.;C.DOC/JG/19/217;NAIDJA;20/11/2019;;ONDULEUR CHARGEUR (2019);fm 826;THIOLEY;BASSE TENSION;33567;33567;;
AA00AA X0000 0070 SF-020336                       ;ATELIERS THIOLEY - DISTRIBUTION BT GARAGE - ARMOIRE A3;MAIA SONNIER;C.DOC/JG/21/145;BROIZAT;15/06/2021;;MAJ SUITE TRAVAUX LOT TCE AVM;M17 076;THIOLEY;BASSE TENSION;33641;#N/A;;
AA00AA X0000 0070 SF-020342                       ;ATELIERS THIOLEY - COFFRET PRISES PC4;ALSTOM;C.DOC/JG/20/23;RIFFARD;17/01/2020;;AUTOMATISMES AVENIR METRO;M16 0116;THIOLEY;BASSE TENSION;34909;34909;;
AA00AA X0000 0070 SF-050296                       ;ATELIERS THIOLEY - SCHEMA DES LIAISONS;BOUYGUES E. & S.;C.DOC/JG/19/187;DARNER;08/10/2019;;REMPLACEMENT DES ONDULEURS ET CHARGEURS FIN DE VIE METRO B,D SURFACE;FM826;THIOLEY;BASSE TENSION;33541;33541;;
AA00AA X0000 0070 SF-050297                       ;ATELIERS THIOLEY - PLAN GUIDE D'IMPLANTATION LOCAL PR;BOUYGUES E. & S.;C.DOC/JG/19/187;DARNER;08/10/2019;;REMPLACEMENT DES ONDULEURS ET CHARGEURS FIN DE VIE METRO B,D SURFACE;FM826;THIOLEY;BASSE TENSION;33552;33552;;
AA00AA X0000 0070 SF-050330                       ;ATELIERS THIOLEY - IMPLANTATION DES EQUIPEMENTS ET CHEMINEMENTS BATIMENT ENTREE;BOUYGUES E. & S.;C.DOC/JG/19/187;DARNER;08/10/2019;;REMPLACEMENT DES ONDULEURS ET CHARGEURS FIN DE VIE METRO B,D SURFACE;FM826;THIOLEY;BASSE TENSION;33889;33889;;
AA00AA X0000 0070 SF-050342                       ;ATELIERS THIOLEY - CHAUFFAGE PISTES - SCHEMA DES LIAISONS;ENGIE;C.DOC/JG/18/201;AUVERGNON;06/07/2018;;AVENIR METRO CFO;M17 0080;THIOLEY;BASSE TENSION;34030;34030;;
AA00AA X0000 0070 SF-050343                       ;ATELIERS THIOLEY - CHAUFFAGE PISTES - CHEMINEMENTS;ENGIE;C.DOC/JG/18/201;AUVERGNON;06/07/2018;;AVENIR METRO CFO;M17 0080;THIOLEY;BASSE TENSION;34035;34035;;
AA00AA X0000 0070 ST-142914;THIOLEY - DOSSIER DE PARAMETRES ULS;ROIRET;C.DOC/JG/20/108;MANNUEL;17/04/2020;;Travaux préparatoires UL Lignes D;20-0039;THIOLEY;PCC;15556;15556;;
AA00AA X0000 0070 ST-143105                       ;ATELIERS THIOLEY - DOSSIER MATERIEL UL ULS D070;ROIRET;C.DOC/JG/20/104;MANNUEL;09/04/2020;;Travaux préparatoires UL Lignes D;20-0039;THIOLEY;PCC;34168;34168;;
AA00AA X0000 0070 ST-192103                       ;ATELIERS THIOLEY - RUPTEURS D'URGENCE;ENGIE;C.DOC/JG/18/215;AUVERGNON;18/07/2018;;AVENIR METRO CFO;M17 0080 CFO;THIOLEY;TRACTION;33966;#N/A;;
AA00AA X0000 0070 ST-192141                       ;ATELIERS THIOLEY - ARMOIRE DE BRASSAGE BR2 - CABLAGES ET RACCORDEMENTS;ROIRET;C.DOC/JG/20/148;MANNUEL;16/06/2020;;TRAVAUX PREPARATOIRE UL LIGNE;MARCHE 20-0039;THIOLEY;PCC;33923;33923;;
AA00AA X0000 0070 ST-192185                       ;ATELIERS THIOLEY - ARMOIRES DE BRASSAGES BR1 ET BR3 - CABLAGES ET RACCORDEMENTS;ROIRET;C.DOC/JG/20/148;MANNUEL;16/06/2020;;TRAVAUX PREPARATOIRE UL LIGNE;MARCHE 20-0039;THIOLEY;PCC;34159;34159;;
AA00AA X0000 0072 SF-000325                       ;BELLECOUR - POSTE REDRESSEUR DE TRACTION ET SORTIE POSTE REDRESSEUR;HTI ELEC;C.DOC/JG/20/16;CARON;15/01/2020;O;RACCORDEMENT DES DIRIS SUR LE RESEAU TCL NET;;BELLECOUR A & D;TRACTION;34003;#N/A;;
AA00AA X0000 0072 SF-000325                       ;BELLECOUR - POSTE REDRESSEUR DE TRACTION ET SORTIE POSTE REDRESSEUR;ROIRET;C.DOC/JG/18/58;NEMESI;12/02/2018;;MODIFICATION RESEAU TELETRANSMISSION;100 063;BELLECOUR A & D;TRACTION;34003;#N/A;;
AA00AA X0000 0072 SF-020212                       ;BELLECOUR - LIGNE D - ARMOIRE CONTROLE TRANCHE ET S/TRANCHES ET REGROUPEMENT INFOS;BOUYGUES E. & S.;C.DOC/JG/19/187;DARNER;08/10/2019;;REMPLACEMENT DES ONDULEURS ET CHARGEURS FIN DE VIE METRO B,D SURFACE;FM826;BELLECOUR A & D;BASSE TENSION;33855;33855;;
AA00AA X0000 0072 SF-020227                       ;BELLECOUR - LIGNE D - ARMOIRE BT LEE;ALSTOM;C.DOC/JG/20/10;RIFFARD;06/01/2020;;AVE?IR METRO AUTOMATISMES;M16 0116;BELLECOUR A & D;BASSE TENSION;33620;33620;;
AA00AA X0000 0072 SF-020227                       ;BELLECOUR - LIGNE D - ARMOIRE BT LEE;ROIRET;C.DOC/JG/20/229;MANNUEL;09/11/2020;O;TRAVAUX PREPARATOIRE UL LIGNE D;200 039;BELLECOUR A & D;BASSE TENSION;33620;33620;;
AA00AA X0000 0072 SF-020257                       ;BELLECOUR - LIGNE D - ARMOIRE EXPLOITATION BT;ELEC4;C.DOC/JG/20/62;GIOVANNONE;26/02/2020;O;CREATION D'UN DEPART PHOTOMATON DANS L'ARMOIRE EXPLOITATION BT;;BELLECOUR A & D;BASSE TENSION;33878;33878;;
AA00AA X0000 0072 SF-020257                       ;BELLECOUR - LIGNE D - ARMOIRE EXPLOITATION BT;ENGIE;C.DOC/JG/18/22;BEDDIAR;18/01/2018;;POSE DES TOTEMS DIGITAUX CLEAR CHANNEL DANS LES METROS DE LYON;;BELLECOUR A & D;BASSE TENSION;33878;33878;;
AA00AA X0000 0072 SF-020257                       ;BELLECOUR - LIGNE D - ARMOIRE EXPLOITATION BT;ENGIE;C.DOC/JG/20/109;PALLIET;21/04/2020;O;Service renforcée Ligne D – SOE aménagement quais et dégagements;20-044;BELLECOUR A & D;BASSE TENSION;33878;33878;;
AA00AA X0000 0072 SF-020272                       ;BELLECOUR - LIGNE D - ARMOIRE DE DISTRIBUTION 48V= ET FORMATION S/TRANCHES HT;BOUYGUES E. & S.;C.DOC/JG/19/217;NAIDJA;20/11/2019;;ONDULEUR CHARGEUR (2019);fm 826;BELLECOUR A & D;BASSE TENSION;33876;#N/A;;
AA00AA X0000 0072 SF-050234                       ;BELLECOUR - LIGNE D - IMPLANTATION DES EQUIPEMENTS COURANTS FORTS COURANTS FAIBLES NIVEAU QUAI;ENGIE;C.DOC/JG/21/195;MICHARD;13/09/2021;;SERVICE RENFORCE LIGNE D SOE AMENAGEMENT QUAIS ET DEGAGEMENTS;M20/0044;BELLECOUR A & D;BASSE TENSION;33469;33469;;
AA00AA X0000 0072 SF-050235                       ;BELLECOUR - LIGNE D - IMPLANTATION COURANTS FORTS COURANTS FAIBLES NIVEAU MEZZANINE;BOUYGUES E. & S.;C.DOC/JG/19/187;DARNER;08/10/2019;;REMPLACEMENT DES ONDULEURS ET CHARGEURS FIN DE VIE METRO B,D SURFACE;FM826;BELLECOUR A & D;BASSE TENSION;33479;#N/A;;
AA00AA X0000 0072 SF-050235                       ;BELLECOUR - LIGNE D - IMPLANTATION COURANTS FORTS COURANTS FAIBLES NIVEAU MEZZANINE;ELEC4;C.DOC/JG/20/62;GIOVANNONE;26/02/2020;O;CREATION D'UN DEPART PHOTOMATON DANS L'ARMOIRE EXPLOITATION BT;;BELLECOUR A & D;BASSE TENSION;33479;#N/A;;
AA00AA X0000 0072 SF-050235                       ;BELLECOUR - LIGNE D - IMPLANTATION COURANTS FORTS COURANTS FAIBLES NIVEAU MEZZANINE;SPIE;C.DOC/JG/19/246;MARTINEZ;19/12/2019;O;INSTALLATION DE BALISES SONORES DANS SIX STATIONS DE METRO;FM 871;BELLECOUR A & D;BASSE TENSION;33479;#N/A;;
AA00AA X0000 0072 SF-050256                       ;BELLECOUR - LIGNE D - CHEMINEMENT EN DALLE & SOUS PLAFOND NIVEAU MEZZANINE;ENGIE;C.DOC/JG/17/153;BEDDIAR;21/07/2017;;pose des totems digitaux clear channele dans les metro de lyon;;BELLECOUR A & D;BASSE TENSION;33868;33868;;
AA00AA X0000 0072 SF-050256                       ;BELLECOUR - LIGNE D - CHEMINEMENT EN DALLE & SOUS PLAFOND NIVEAU MEZZANINE;SPIE;C.DOC/JG/19/246;MARTINEZ;19/12/2019;O;INSTALLATION DE BALISES SONORES DANS SIX STATIONS DE METRO;FM 871;BELLECOUR A & D;BASSE TENSION;33868;33868;;
AA00AA X0000 0072 SF-050272                       ;BELLECOUR - CHEMINEMENTS EN DALLE & SOUS PLAFONDS MEZZANINE A. PONCET;SPIE;C.DOC/JG/19/246;MARTINEZ;19/12/2019;;INSTALLATION DE BALISES SONORES DANS SIX STATIONS DE METRO;FM 871;BELLECOUR A & D;BASSE TENSION;33883;#N/A;;
