REFFIC;DEFINITIF;FICHIER;LIBFIC;DATE_ARRIVEE;LIBELLE;LIBSITE;BOITE_ARCHIVE;PAGES;LIBSSYST;ARMOIRE;TYP_DOC;SUPPORT_DOC;ETAGERE;CHEMISE;BOITE;CARTON;CLASSEUR;TIROIR;MOTS;INDICE_DERN_VERS;DATE_DERN_VERS;NUMERO_REF_FOURN;;UTILISATEUR_DIFFUSION;DATE_MAD;NDMD_MAD;SOCIETE_MAD;NOM_DMD_MAD;CONTRAT_MAD;COMMENTAIRE_MAD
5006;D;;UCA CARTE ELECTRONIQUE DIA 1494 DIALOGUE CARTE NUE  PERCAGE;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;DIA|ELECTRONIQUE|PERCAGE|CARTE|UCA;B;06/07/1987;AA00AA X0000 0675 FE-002756 F1/1|TRK 6628108006;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5007;D;;LCA CARTE ELECTRONIQUE DIA 1494 DIALOGUE NOM-MECA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;DIA|ELECTRONIQUE|CARTE|NOMENCLATURE|UCA|MECANIQUE;B;28/12/1989;AA00AA X0000 0675 FE-002754 F1/1|TRK 6628108004;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5008;D;;UCA CARTE ELECTRONIQUE DIA 1494 DIALOGUE NOM.ELEC;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;DIA|ELECTRIQUE|UCA|NOMENCLATURE|CARTE|ELECTRONIQUE;B;28/12/1989;AA00AA X0000 0675 FE-002753 F2/2|TRK 6628108003 F2/2;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5009;D;;UCA CARTE ELECTRONIQUE DIA 1494 DIALOGUE NOM.ELEC;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;;POLYESTER;;;;;;;DIA|UCA|NOMENCLATURE|CARTE|ELECTRONIQUE|ELECTRIQUE;B;28/12/1989;AA00AA X0000 0675 FE-002753 F1/2|TRK 6628108003 F1/2;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5010;D;;UCA CARTE ELECTRONIQUE DIA 1494 DIALOGUE DOC.RECAP.;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;DIA|ELECTRONIQUE|UCA|CARTE;C;28/12/1989;AA00AA X0000 0675 FE-002750 F1/1|TRK 6628108000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5011;D;;UCA CARTE ELECTRONIQUE DIA 1494 DIALOGUE EQUIPEMENT;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;DIA|ELECTRONIQUE|UCA|EQUIPEMENT|CARTE;C;23/11/1989;AA00AA X0000 0675 FE-002752 F1/1|TRK 6628108002;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5012;D;;CDE ONDULEUR SURV.ALIM COSU-50003;20/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;7;;PAPIER;;;;;;;ELECTRIQUE|APPAREILLAGE|NOMENCLATURE|ONDULEUR|COMMANDE;D1;21/02/1989;AA00AA X0000 0675 FV-000020 NOM|TRVC 032398000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5013;D;;UCA CARTE ELECTRONIQUE SLO 1499 RELAIS MECA 16T ETIQUETTE;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|UCA|SLO|ETIQUETTE|CARTE;A;11/05/1987;AA00AA X0000 0675 FE-002717 F1/1|TRK 6622396007;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5014;D;;UCA CARTE ELECTRONIQUE SLO 1499 RELAIS MECA 16T NOM-MECA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|SLO|UCA|MECANIQUE|NOMENCLATURE;C;09/11/1989;AA00AA X0000 0675 FE-002714 F1/1|TRK 6622396004;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5015;D;;UCA CARTE ELECTRONIQUE SLO 1499 RELAIS MECA 16T NOM-ELEC;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRIQUE|CARTE|ELECTRONIQUE|SLO|UCA|NOMENCLATURE;C;09/11/1989;AA00AA X0000 0675 FE-002713 F1/1|TRK 6622396003;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5016;D;;UCA CARTE ELECTRONIQUE EL1 1498 ENTREES LOGIQUES ETIQUETTE;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;EL1|UCA|ETIQUETTE|CARTE|ELECTRONIQUE;B;18/04/1988;AA00AA X0000 0675 FE-002707 F1/1|TRK 6622399007;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5017;D;;AUTOMATE UCA NOTICE TECHNIQUE CARTE CAS;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;TEXTE;POLYESTER;;;;;;;CARTE|AUTOMATE|CAS|UCA|NOTICE;A;12/05/1987;AA00AA X0000 0675 FE-000366|TRK 5440472;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5019;D;;CONVERTISSEUR : CT 1.36 1.18 U 131;30/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRIQUE|CONVERTISSEUR;A;07/10/1987;AA00AA X0000 0675 FA-008603|TRA 900181|13502;SEMALY-GEC ALSTHOM-SERA;UTMD ATV;;;;;;
502;D;;PROFIL PANNEAU;06/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;5;PLAN;POLYESTER;;;;;;;APPAREILLAGE|PANNEAU|MECANIQUE;A;04/11/1981;AA00AA X0000 0675 FV-000190|TRV2014413000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5020;D;;R 13 U 24 REGLETTE 13W D'ECLAIRAGE COFFRE;30/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRIQUE|REGLETTE|ECLAIRAGE|COFFRE;A;17/09/1987;AA00AA X0000 0675 FA-008602|TRA 900177|13490;SEMALY-GEC ALSTHOM-SERA;UTMD ATV;;;;;;
5021;D;;R 08 U 24 REGLETTE 08W D'ECLAIRAGE COFFRE;30/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRIQUE|COFFRE|ECLAIRAGE|REGLETTE;A;16/09/1987;AA00AA X0000 0675 FA-008601|TRA 900300|13489;SEMALY-GEC ALSTHOM-SERA;UTMD ATV;;;;;;
5022;D;;ATELIER THIOLEY - ALIMENTATION EN POTENTIEL FLOTTANT DC.DC 185.110/110.48.24.24.110 SCHEMA ELECTRIQUE;30/01/1992;AA : LIGNE D;THIOLEY;;0;BASSE TENSION;7;PLAN;POLYESTER;;;;;;;ELECTRIQUE|ALIMENTATION|FLOTTANT|SCHEMA|POTENTIEL;C;07/06/1989;AA00AA X0000 0671 FA-008563|TRA 500762|13530;SEMALY-GEC ALSTHOM-SERA;UTMD ATV;;;;;;
5023;D;;ENSEMBLE ALLUMEUR PANNEAU EXCITATION;12/07/1994;AA : LIGNE D;THIOLEY;;0;MR METRO;53;TEXTE;PAPIER;;;;;;;ENSEMBLE|PANNEAU|ALLUMEUR;A;26/10/1987;AA00AA X0000 0675 FV-000643|TRVS 932537000;SEMALY-GEC ALSTHOM;;;;;;;
5024;D;;PLATINE ALLUMEUR EQUIPE (VOIR FVE 438);12/07/1994;AA : LIGNE D;COMMUNS  D;;0;MR METRO;;;;;;;;;;;B;17/12/1987;AA00AA X0000 0675 FV-000340|TRVS 940716000;SEMALY-GEC ALSTHOM;;;;;;;
5025;D;;CARTE INTERPHONIE AOL SCHEMA;30/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE;D;05/01/1988;AA00AA X0000 0675 FA-008329 F1/1|TRA 500714|SPC 1981 13 02 1/1;SEMALY-GEC ALSTHOM-VELEC;UTMD ATV;;;;;;
5026;D;;CARTE AMPLIFICATEUR SCHEMA;30/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE;C;05/01/1988;AA00AA X0000 0675 FA-008327 F1/1|TRA 500712|SPC 1981 19 02 1/1;SEMALY-GEC ALSTHOM-VELEC;UTMD ATV;;;;;;
5027;D;;CARTE POSTE INTERPHONIE ALARME VOYAGEURS SCHEMA;30/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|SCHEMA|INTERPHONIE|ALARME;A;16/12/1987;AA00AA X0000 0675 FA-008326 F1/1|TRA 500711|SPC 1981 15 02 1/1;SEMALY-GEC ALSTHOM-VELEC;UTMD ATV;;;;;;
5028;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FA08377.pdf;COMMUNS D - MR - MOTEUR EQUIPE;24/09/2001;AA : LIGNE D;COMMUNS  D;Voir BE;1;MR METRO;SERVEUR|003;PLAN;.TIFF|.pdf|POLYESTER;;;;;;;PORTE|MOTEUR|MECANIQUE|CHAUDRON;J;05/09/2001;AA00AA X0000 0675 FA-008377|TRA 0604225;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5029;D;;COMMANDE INTERIEURE A.O.L.;10/02/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;3;PLAN;POLYESTER;;;;;;;PORTE|MECANIQUE|COMMANDE;C;08/01/1988;AA00AA X0000 0675 FA-008379|TRA 0604227;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
503;D;;CALES - SURVITESSE MOTEUR;26/07/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;30;PLAN;POLYESTER;;;;;;;BOGIE|CALE|MECANIQUE;B;12/05/1987;AA00AA X0000 0661 FB-001285|TR-5431592;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5030;D;;MOTEUR ELECTRIQUE;16/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;3;PLAN;POLYESTER;;;;;;;PORTE|MECANIQUE|MOTEUR|ELECTRIQUE;D;10/02/1988;AA00AA X0000 0675 FA-008660|TRA 0604353;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5031;D;;COMMANDE EXTERIEURE A.O.L;06/11/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;3;PLAN;POLYESTER;;;;;;;PORTE|COMMANDE|CHAUDRON|MECANIQUE;D;18/12/1987;AA00AA X0000 0675 FA-008374|TRA 0106371;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5032;D;;INTERFACE;16/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;3;PLAN;POLYESTER;;;;;;;PORTE|INTERFACE|MECANIQUE;D;02/02/1988;AA00AA X0000 0675 FA-008661|TRA 0604354;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5033;D;;DECORATION;16/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;3;PLAN;POLYESTER;;;;;;;PORTE;D;30/05/1988;AA00AA X0000 0675 FA-008659|TRA 0604352;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5034;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FA08658.pdf;COMMUNS D - MR - DISPOSITIF DE DEVERROUILLAGE PORTE;20/04/2000;AA : LIGNE D;COMMUNS  D;Voir BE;1;MR METRO;003|SERVEUR;;.TIFF|.pdf;;;;;;;DEVERROUILLAGE|MECANIQUE|PORTE;H;20/10/1988;AA00AA X0000 0675 FA-008658|U 130 748|TRA 0604351;SEMALY-FAIVELEY-GEC ALSTHOM;UTMD ATV;;;;;;
5035;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FA08649.pdf;COMMUNS D - MR - CABLAGE EXTREME PORTE;17/01/1992;AA : LIGNE D;COMMUNS  D;Voir BE;1;MR METRO;003|SERVEUR;;.TIFF|.pdf;;;;;;;PORTE|CABLAGE|MECANIQUE;G;24/08/1988;AA00AA X0000 0675 FA-008649|TRA 0604295;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5036;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FA08645.pdf;COMMUNS D - MR - SCHEMA DE PRINCIPE RACCORDEMENT PORTE;30/06/2000;AA : LIGNE D;COMMUNS  D;Voir BE;1;MR METRO;SERVEUR;;MAGNETIQUE|.pdf|AUTOCAD;;;;;;;PORTE|MECANIQUE|SCHEMA|RACCORDEMENT|PRINCIPE;I;15/06/2000;AA00AA X0000 0675 FA-008645|TRA 0604292|Z 130 553-1324 PL 23;SEMALY-GEC ALSTHOM-FAIVELEY;UTMD ATV;;;;;;
5037;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FA08648.pdf;COMMUNS D - MR - CABLAGE CENTRAL PORTE;17/01/1992;AA : LIGNE D;COMMUNS  D;Voir BE;1;MR METRO;003|SERVEUR;;.TIFF|.pdf;;;;;;;PORTE|MECANIQUE|CABLAGE;E;24/08/1988;AA00AA X0000 0675 FA-008648|TRA 0604294;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5038;D;;PANNEAU ONDULEUR COMPRESSEUR;04/07/1994;AA : LIGNE D;THIOLEY;;0;MR METRO;30;;PAPIER;;;;;;;COMPRESSEUR|NOMENCLATURE|ONDULEUR|PANNEAU;E;28/02/1990;AA00AA X0000 0671 FV-000656 NOM|TRVP 041254000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
504;D;;MOTEUR DE TRACTION TAO 673 A1 FILTRES SUR PALIER C.C.GRILLE DROITE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;GRILLE|FILTRE|MOTEUR|TRACTION|PALIER;E;16/06/1986;AA00AA X0000 0661 FF-000360|TR 8032799;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5040;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FE00379.pdf;COMMUNS D - MR - SPECIFICATION DU RESEAU DE MAINTENANCE R.M.E.;09/06/1993;AA : LIGNE D;COMMUNS  D;Voir BE;10;MR METRO;SERVEUR;;.pdf;;;;;;;;B;28/10/1987;AA00AA X0000 0675 FE-000379;SEMALY;DGP;;;;;;
5041;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FB-02053.pdf;COMMUN D - MR - DOC - SPECIFICATION TECHNIQUE - DETECTION D'OBSTACLE;22/08/1991;AA : LIGNE D;COMMUNS  D;;6;MR METRO;SERVEUR;;.pdf;;;;;;;BOGIE|ELECTRIQUE;A;13/05/1987;AA00AA X0000 0675 FB-002053|ST 5443507;SEMALY-GEC ALSTHOM;DGP|UTMD ATV;;;;;;
5042;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FA-00558.pdf;COMMUNS D - MR - SPECIFICATION FONCTIONNELLE DETAILLEE CONSTRUCTEUR EQUIPEMENT PNEUMATIQUE;27/03/2013;AA : LIGNE D;COMMUNS  D;Voir BE;11;MR METRO;SERVEUR;;.DOC|.pdf;;;;;;;;D;11/04/2011;AA00AA X0000 0675 FA-000558|TRA0404854;SEMALY-GEC ALSTHOM;;;;;;;
5044;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FA-00516.pdf;COMMUNS D - MR - SPECIFICATION FONCTIONNELLE DETAILLEE CONSTRUCTEUR FONCTION 05 PRODUCTION D'AIR;27/03/2013;AA : LIGNE D;COMMUNS  D;Voir BE;33;MR METRO;SERVEUR;;.DOC|.pdf;;;;;;;PNEUMATIQUE;M;07/04/2011;AA00AA X0000 0675 FA-000516|TRA 0404592;SEMALY-GEC ALSTHOM;;;;;;;
5047;D;;PANNEAU SUSPENSION BOGIE MOTEUR;20/07/1995;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;MECANIQUE;C;02/05/1992;AA00AA X0000 0675 FB-002250|TRK9688642;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5048;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV-00650 NOM.pdf;COMMUNS D - MR - PANNEAU ONDULEUR VENTILATION;06/10/1994;AA : LIGNE D;COMMUNS  D;voir BE;3;MR METRO;53;;PAPIER;;;;;;;NOMENCLATURE|ONDULEUR|PANNEAU|VENTILATION;E;28/08/1989;AA00AA X0000 0672 FV-000650 NOM|TRVP 018808000;SEMALY-GEC ALSTHOM;;;;;;;
5049;D;;PANNEAU SUSPENSION BOGIE PORTEUR;20/07/1995;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;MECANIQUE;C;02/10/1992;AA00AA X0000 0675 FB-002251|TRK9688643;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
505;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00405.pdf;COMMUN D - MR - TRANSFORMATEUR D'IMPULSIONS BAS NIVEAU;24/06/1991;AA : LIGNE D;COMMUNS  D;;4;MR METRO;SERVEUR;;.pdf;;;;;;;ELECTRIQUE|APPAREILLAGE;A;27/10/1981;AA00AA X0000 0675 FV-000405|TRVS 314049000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5050;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00154.pdf;COMMUN D - MR - ALIMENTATION DES CIRCUITS DE COMMANDE HACHEUR ET CVS NOTICE DE FONCTIONNEMENT;24/11/1993;AA : LIGNE D;COMMUNS  D;;18;MR METRO;SERVEUR;;.pdf;;;;;;;;B;31/07/1987;AA00AA X0000 0675 FV-000154|TRV 4041081000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5051;D;;CDE ONDULEUR SURV ALIM COSU-50003 DOCUMENTS DE FABRICATION  PERCAGE;08/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;DOCUMENT|ELECTRONIQUE|APPAREILLAGE|FABRICATION;C;19/04/1988;AA00AA X0000 0675 FV-000861 F3/4|TRVC 032398006 F3/4;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5052;D;;CDE ONDULEUR SURV ALIM COSU-50003 DOCUMENTS DE FABRICATION  FACE SOUDURE;08/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;DOCUMENT|ELECTRONIQUE|FABRICATION|APPAREILLAGE;C;19/04/1988;AA00AA X0000 0675 FV-000861 F2/4|TRVC 032398006 F2/4;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5053;D;;CDE ONDULEUR SURV ALIM COSU-50003 DOCUMENTS DE FABRICATION FACE ELEM;08/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;7;;POLYESTER;;;;;;;DOCUMENT|FABRICATION|APPAREILLAGE|ELECTRONIQUE;C;19/04/1988;AA00AA X0000 0675 FV-000861 F1/4|TRVC 032398006 F1/4;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5054;D;;CDE ONDULEUR SURV ALIM COSU-50003 CARTE EQUIPEE;08/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|APPAREILLAGE|EQUIPE;B;19/04/1988;AA00AA X0000 0675 FV-000859 F1/1|TRVC 032398002;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5055;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00404.pdf;COMMUN D - MR - CONDENSATEUR 33 MICRO F-100VCC;23/06/1991;AA : LIGNE D;COMMUNS  D;;4;MR METRO;SERVEUR;;.pdf;;;;;;;ELECTRIQUE|APPAREILLAGE;A;13/05/1987;AA00AA X0000 0675 FV-000404|TRVS 310162000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5056;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00220.pdf;COMMUNS D - MR - CAPTEUR DE TENSION CARTE EQUIPEE;27/01/2017;AA : LIGNE D;COMMUNS  D;voir BE;1;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|TENSION|APPAREILLAGE|CAPTEUR|EQUIPE|CARTE;A1;11/02/1988;AA00AA X0000 0675 FV-000220|TRV 9009846000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5057;D;;CARTE MERE-BUS VME;06/10/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;;PAPIER;;;;;;;ELECTRIQUE|MERE|NOMENCLATURE|CARTE|APPAREILLAGE;B;15/03/1988;AA00AA X0000 0675 FV-000144 NOM|TRVC 032498000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5058;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00135.pdf;COMMUN D - MR - SPECIFICATION DE COMPOSANT TRANSFO ALIM 150W 90/60 24KHZ;23/06/1991;AA : LIGNE D;COMMUNS  D;;9;MR METRO;SERVEUR;;.pdf;;;;;;;ELECTRIQUE|APPAREILLAGE;A1;17/02/1988;AA00AA X0000 0675 FV-000135|TRVS 340616000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5059;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00134.pdf;COMMUN D - MR - SPECIFICATION DE COMPOSANT TRANSFO ALIM 60W 90/16/16 17 24KHZ;23/06/1991;AA : LIGNE D;COMMUNS  D;;9;MR METRO;SERVEUR;;.pdf;;;;;;;ELECTRIQUE|APPAREILLAGE;A1;17/02/1988;AA00AA X0000 0675 FV-000134|TRVS 340617000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5060;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00133.pdf;COMMUN D - MR - SPECIFICATION DE COMPOSANT TRANSFO ALIM 50W 90/20/20/12 24KHZ;23/06/1991;AA : LIGNE D;COMMUNS  D;;9;MR METRO;SERVEUR;;.pdf;;;;;;;ELECTRIQUE|APPAREILLAGE;A1;17/02/1988;AA00AA X0000 0675 FV-000133|TRVS 340618000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5061;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00132.pdf;COMMUN D - MR - SPECIFICATION DE COMPOSANT TRANSFO ALIM 70W 90/22/22 24KHZ;01/07/1992;AA : LIGNE D;COMMUNS  D;;9;MR METRO;SERVEUR;;.pdf;;;;;;;ALIMENTATION;A1;17/02/1988;AA00AA X0000 0675 FV-000132|TRVS 340619000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5062;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00131.pdf;COMMUN D - MR - SPECIFICATION DE COMPOSANT INDUCTANCE FILTRAGE 35 MICRO H 4A 8A;23/06/1991;AA : LIGNE D;COMMUNS  D;;7;MR METRO;SERVEUR;;.pdf;;;;;;;ELECTRIQUE|APPAREILLAGE;A1;17/02/1988;AA00AA X0000 0675 FV-000131|TRVS 340620000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5063;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00130.pdf;COMMUN D - MR - SPECIFICATION DE COMPOSANT INDUCTANCE FILTRAGE 15 UH 4A 6A;23/06/1991;AA : LIGNE D;COMMUNS  D;;7;MR METRO;SERVEUR;;.pdf;;;;;;;ELECTRIQUE|APPAREILLAGE;A2;27/02/1988;AA00AA X0000 0675 FV-000130|TRVS 340760000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5064;D;;REFROIDISSEUR PONT THERMIQUE 2XD04 H=28,8;06/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRIQUE|APPAREILLAGE|REFROIDISSEUR;A;03/09/1987;AA00AA X0000 0675 FV-000091|TRV 2040463000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5065;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV-0093.pdf;COMMUNS D - DOC - ABAISSEUR DE TENSION-REG;25/07/1997;AA : LIGNE D;COMMUNS  D;Voir BE;3;MR METRO;SERVEUR;;.TIFF;;;;;;;ELECTRIQUE|ABAISSEUR|APPAREILLAGE|TENSION|NOMENCLATURE;C;17/01/1997;AA00AA X0000 0672 FV-000093 NOM|TRVC 032390000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5066;D;;COSSE COUDEE;31/07/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRIQUE|COSSE|APPAREILLAGE;B3;24/06/1987;AA00AA X0000 0672 FV-000084|TRV 4008181000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5067;D;;REFROIDISSEUR PONT THERMIQUE H:28,8 2XTO3 OU 1XTO3 1XDO5;06/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRIQUE|APPAREILLAGE|REFROIDISSEUR;B;03/09/1987;AA00AA X0000 0675 FV-000083|TRV 2041032000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5068;D;;ISOLANT POUR PONT THERMIQUE H=28,8 2XT03 OU 1XT03 1XD05;10/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;PONT|MECANIQUE|ISOLANT;A1;30/11/1990;AA00AA X0000 0675 FV-000087|TRV 3041248000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5069;D;;ECROU ISOLANT M3;06/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ECROU|APPAREILLAGE|ELECTRIQUE;A1;03/09/1987;AA00AA X0000 0675 FV-000085|TRV 3041140000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5070;D;;COLONNETTE DIAMETRE 5 M2,5 LG=28,9;01/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;COLONNETTE|APPAREILLAGE|MECANIQUE;A;03/09/1987;AA00AA X0000 0675 FV-000082|TRV 4040468000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5071;D;;PUISSANCE HACHEUR PSHA 50002;13/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;;POLYESTER;;;;;;;ELECTRIQUE|APPAREILLAGE|PUISSANCE|HACHEUR|NOMENCLATURE;C;03/05/1988;AA00AA X0000 0675 FV-000019 NOM|TRVC 032397000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5072;D;;CDE HACH ALIM AUX CHAL-50001;13/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;;POLYESTER;;;;;;;ELECTRIQUE|NOMENCLATURE|HACHEUR|COMMANDE|APPAREILLAGE;A;11/05/1987;AA00AA X0000 0675 FV-000018 NOM|TRVC 032396000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5073;D;;COMMANDE HACHEUR 110/24V-CH2;30/06/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;;PAPIER;;;;;;;ELECTRIQUE|NOMENCLATURE|APPAREILLAGE|HACHEUR 110/24|COMMANDE;E;24/03/1992;AA00AA X0000 0672 FV-000015 NOM|TRVC 032496000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
